,DONOTIMPORT,JOURNAL,DATE,REVERSEDATE,DESCRIPTION,REFERENCE_NO,SOURCEENTITY,LINE_NO,ACCT_NO,LOCATION_ID,DEPT_ID,GLENTRY_CLASSID,GLENTRY_PROJECTID,DOCUMENT,MEMO,DEBIT,CREDIT,CURRENCY,EXCH_RATE_DATE,EXCH_RATE_TYPE_ID,EXCHANGE_RATE,GLENTRY_CUSTOMERID,GLENTRY_VENDORID,GLENTRY_EMPLOYEEID,GLENTRY_ITEMID,ALLOCATION_ID
ARB00214_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00214_USD,,,,,4832.6,,,,,,,,,
ARB00215_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00215_USD,,,,,18840.26,,,,,,,,,
ARB00220_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00220_USD,,,,,9827.9,,,,,,,,,
ARB00257_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00257_USD,,,,,17382.84,,,,,,,,,
ARB00267_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00267_USD,,,,,6908.769999999997,,,,,,,,,
ARB00311_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00311_USD,,,,,4157.74,,,,,,,,,
ARB00320_EUR,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00320_EUR,,,,,4825.0,,,,,,,,,
ARB00320_GBP,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00320_GBP,,,,,4850.0,,,,,,,,,
ARB00354_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00354_USD,,,,,3092.8,,,,,,,,,
ARB00355_EUR,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00355_EUR,,,,,687.5,,,,,,,,,
ARB00355_GBP,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00355_GBP,,,,,500.0,,,,,,,,,
ARB00390_CAD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00390_CAD,,,,1450.0,,,,,,,,,,
ARB00390_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00390_USD,,,,130040.0,,,,,,,,,,
ARB00410_EUR,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00410_EUR,,,,0.0,,,,,,,,,,
ARB00410_GBP,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00410_GBP,,,,,35.0,,,,,,,,,
ARB00412_EUR,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00412_EUR,,,,,900.0,,,,,,,,,
ARB00412_GBP,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00412_GBP,,,,2085.0,,,,,,,,,,
ARB00412_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00412_USD,,,,,1120.0,,,,,,,,,
ARB00422_EUR,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00422_EUR,,,,0.0,,,,,,,,,,
ARB00422_GBP,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00422_GBP,,,,160.0,,,,,,,,,,
ARB00422_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00422_USD,,,,,14081.1,,,,,,,,,
ARB00423_CAD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00423_CAD,,,,4864.0,,,,,,,,,,
ARB00423_EUR,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00423_EUR,,,,0.0,,,,,,,,,,
ARB00423_GBP,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00423_GBP,,,,0.0,,,,,,,,,,
ARB00423_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00423_USD,,,,,8003.949999999997,,,,,,,,,
ARB00424_CAD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00424_CAD,,,,2600.0,,,,,,,,,,
ARB00424_EUR,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00424_EUR,,,,0.0,,,,,,,,,,
ARB00424_GBP,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00424_GBP,,,,8480.0,,,,,,,,,,
ARB00424_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00424_USD,,,,,36345.75,,,,,,,,,
ARB00425_EUR,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00425_EUR,,,,0.0,,,,,,,,,,
ARB00425_GBP,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00425_GBP,,,,,7390.0,,,,,,,,,
ARB00425_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00425_USD,,,,,6245.5999999999985,,,,,,,,,
ARB00426_EUR,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00426_EUR,,,,0.0,,,,,,,,,,
ARB00426_GBP,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00426_GBP,,,,,2650.0,,,,,,,,,
ARB00426_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00426_USD,,,,,14215.799999999988,,,,,,,,,
ARB00432_EUR,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00432_EUR,,,,,6012.5,,,,,,,,,
ARB00432_GBP,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00432_GBP,,,,875.0,,,,,,,,,,
ARB00432_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00432_USD,,,,,760.0,,,,,,,,,
ARB00435_EUR,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00435_EUR,,,,0.0,,,,,,,,,,
ARB00435_GBP,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00435_GBP,,,,0.0,,,,,,,,,,
ARB00435_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00435_USD,,,,,27311.2,,,,,,,,,
ARB00442_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00442_USD,,,,2316.0,,,,,,,,,,
ARB00443_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00443_USD,,,,2060.8,,,,,,,,,,
ARB00446_EUR,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00446_EUR,,,,0.0,,,,,,,,,,
ARB00446_GBP,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00446_GBP,,,,630.0,,,,,,,,,,
ARB00446_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00446_USD,,,,1133.9999999999927,,,,,,,,,,
ARB00449_EUR,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00449_EUR,,,,0.0,,,,,,,,,,
ARB00449_GBP,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00449_GBP,,,,,280.0,,,,,,,,,
ARB00449_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00449_USD,,,,,10479.399999999994,,,,,,,,,
ARB00456_EUR,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00456_EUR,,,,,562.5,,,,,,,,,
ARB00456_GBP,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00456_GBP,,,,7012.5,,,,,,,,,,
ARB00456_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00456_USD,,,,,13831.2,,,,,,,,,
ARB00460_CAD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00460_CAD,,,,4532.0,,,,,,,,,,
ARB00460_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00460_USD,,,,,4560.0,,,,,,,,,
ARB00461_CAD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00461_CAD,,,,,5662.0,,,,,,,,,
ARB00461_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00461_USD,,,,2442.5,,,,,,,,,,
ARB00469_CAD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00469_CAD,,,,,19850.0,,,,,,,,,
ARB00469_EUR,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00469_EUR,,,,0.0,,,,,,,,,,
ARB00469_GBP,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00469_GBP,,,,6100.0,,,,,,,,,,
ARB00469_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00469_USD,,,,,25137.5,,,,,,,,,
ARB00486_EUR,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00486_EUR,,,,0.0,,,,,,,,,,
ARB00486_GBP,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00486_GBP,,,,0.0,,,,,,,,,,
ARB00486_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00486_USD,,,,10413.75,,,,,,,,,,
ARB00488_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00488_USD,,,,1215.0,,,,,,,,,,
ARB00493_CAD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00493_CAD,,,,,2452.0,,,,,,,,,
ARB00493_EUR,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00493_EUR,,,,0.0,,,,,,,,,,
ARB00493_GBP,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00493_GBP,,,,320.0,,,,,,,,,,
ARB00493_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00493_USD,,,,,14415.599999999991,,,,,,,,,
ARB00494_CAD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00494_CAD,,,,2552.0,,,,,,,,,,
ARB00494_EUR,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00494_EUR,,,,0.0,,,,,,,,,,
ARB00494_GBP,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00494_GBP,,,,,3040.0,,,,,,,,,
ARB00494_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00494_USD,,,,,33934.0,,,,,,,,,
ARB00503_EUR,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00503_EUR,,,,0.0,,,,,,,,,,
ARB00503_GBP,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00503_GBP,,,,,200.0,,,,,,,,,
ARB00503_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00503_USD,,,,,5448.5999999999985,,,,,,,,,
ARB00514_EUR,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00514_EUR,,,,0.0,,,,,,,,,,
ARB00514_GBP,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00514_GBP,,,,,112.0,,,,,,,,,
ARB00520_EUR,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00520_EUR,,,,0.0,,,,,,,,,,
ARB00520_GBP,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00520_GBP,,,,,300.0,,,,,,,,,
ARB00520_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00520_USD,,,,50.0,,,,,,,,,,
ARB00557_EUR,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00557_EUR,,,,0.0,,,,,,,,,,
ARB00557_GBP,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00557_GBP,,,,0.0,,,,,,,,,,
ARB00567_EUR,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00567_EUR,,,,0.0,,,,,,,,,,
ARB00567_GBP,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00567_GBP,,,,,750.0,,,,,,,,,
ARB00567_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00567_USD,,,,,5705.099999999999,,,,,,,,,
ARB00754_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00754_USD,,,,,37187.479999974516,,,,,,,,,
ARB00765_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB00765_USD,,,,,29801.76000000112,,,,,,,,,
ARB01002_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01002_USD,,,,,42631.159999999996,,,,,,,,,
ARB01057_MXN,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01057_MXN,,,,,265555.0,,,,,,,,,
ARB01057_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01057_USD,,,,18750.11000000208,,,,,,,,,,
ARB01063_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01063_USD,,,,,7777.889999999999,,,,,,,,,
ARB01064_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01064_USD,,,,366.1600000000003,,,,,,,,,,
ARB01065_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01065_USD,,,,,14272.970000000001,,,,,,,,,
ARB01066_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01066_USD,,,,,179.70000000000005,,,,,,,,,
ARB01067_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01067_USD,,,,,1180.0,,,,,,,,,
ARB01071_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01071_USD,,,,,5429.580000000002,,,,,,,,,
ARB01073_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01073_USD,,,,1616.2700000000007,,,,,,,,,,
ARB01076_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01076_USD,,,,,17335.469999999998,,,,,,,,,
ARB01078_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01078_USD,,,,,33173.02,,,,,,,,,
ARB01092_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01092_USD,,,,,62414.6799999997,,,,,,,,,
ARB01100_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01100_USD,,,,3426.0,,,,,,,,,,
ARB01117_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01117_USD,,,,750.0,,,,,,,,,,
ARB01129_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01129_USD,,,,2650.0,,,,,,,,,,
ARB01145_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01145_USD,,,,,34447.75,,,,,,,,,
ARB01157_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01157_USD,,,,,11987.5,,,,,,,,,
ARB01158_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01158_USD,,,,,138770.45,,,,,,,,,
ARB01166_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01166_USD,,,,12247.5,,,,,,,,,,
ARB01172_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01172_USD,,,,14233.0,,,,,,,,,,
ARB01176_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01176_USD,,,,,26349.5,,,,,,,,,
ARB01177_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01177_USD,,,,2331.25,,,,,,,,,,
ARB01195_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01195_USD,,,,2990.0,,,,,,,,,,
ARB01357_CHF,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01357_CHF,,,,3068.75,,,,,,,,,,
ARB01357_EUR,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01357_EUR,,,,,32995.85000002384,,,,,,,,,
ARB01357_GBP,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01357_GBP,,,,,30589.699999994016,,,,,,,,,
ARB01357_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01357_USD,,,,,101375.0,,,,,,,,,
ARB01400_EUR,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01400_EUR,,,,0.0,,,,,,,,,,
ARB01400_GBP,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01400_GBP,,,,0.0,,,,,,,,,,
ARB01400_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01400_USD,,,,,8406.400000000001,,,,,,,,,
ARB01417_EUR,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01417_EUR,,,,0.0,,,,,,,,,,
ARB01417_GBP,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01417_GBP,,,,,2150.0,,,,,,,,,
ARB01417_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01417_USD,,,,3369.6000000000004,,,,,,,,,,
ARB01445_EUR,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01445_EUR,,,,,14037.5,,,,,,,,,
ARB01445_GBP,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01445_GBP,,,,,8387.5,,,,,,,,,
ARB01457_CAD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01457_CAD,,,,,1114.0,,,,,,,,,
ARB01457_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01457_USD,,,,,12635.0,,,,,,,,,
ARB01458_CAD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01458_CAD,,,,1558.0,,,,,,,,,,
ARB01458_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01458_USD,,,,,12750.0,,,,,,,,,
ARB01466_CAD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01466_CAD,,,,,2178.0,,,,,,,,,
ARB01466_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01466_USD,,,,390.0,,,,,,,,,,
ARB01472_CAD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01472_CAD,,,,,1598.0,,,,,,,,,
ARB01472_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01472_USD,,,,,65.0,,,,,,,,,
ARB01476_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01476_USD,,,,8019.0,,,,,,,,,,
ARB01602_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01602_USD,,,,81.25,,,,,,,,,,
ARB01606_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB01606_USD,,,,0.0,,,,,,,,,,
ARB02012_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02012_USD,,,,,76135.0,,,,,,,,,
ARB02040_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02040_USD,,,,,3765.63,,,,,,,,,
ARB02043_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02043_USD,,,,,247609.04000000004,,,,,,,,,
ARB02044_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02044_USD,,,,,307045.87,,,,,,,,,
ARB02045_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02045_USD,,,,12187.609999999999,,,,,,,,,,
ARB02047_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02047_USD,,,,,23780.5,,,,,,,,,
ARB02052_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02052_USD,,,,34789.25,,,,,,,,,,
ARB02055_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02055_USD,,,,,3167.17,,,,,,,,,
ARB02076_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02076_USD,,,,,135090.94,,,,,,,,,
ARB02102_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02102_USD,,,,,2425.0,,,,,,,,,
ARB02103_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02103_USD,,,,,86165.0,,,,,,,,,
ARB02116_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02116_USD,,,,8484.25,,,,,,,,,,
ARB02118_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02118_USD,,,,,4458.0,,,,,,,,,
ARB02121_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02121_USD,,,,,1043.7799999999997,,,,,,,,,
ARB02129_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02129_USD,,,,2121.5999999999985,,,,,,,,,,
ARB02132_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02132_USD,,,,77622.5,,,,,,,,,,
ARB02135_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02135_USD,,,,29533.25,,,,,,,,,,
ARB02136_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02136_USD,,,,,5065.0,,,,,,,,,
ARB02145_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02145_USD,,,,1059.0,,,,,,,,,,
ARB02147_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02147_USD,,,,,56624.5,,,,,,,,,
ARB02149_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02149_USD,,,,,281.0,,,,,,,,,
ARB02152_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02152_USD,,,,,2390.0,,,,,,,,,
ARB02154_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02154_USD,,,,54767.5,,,,,,,,,,
ARB02156_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02156_USD,,,,,150.0,,,,,,,,,
ARB02158_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02158_USD,,,,,9236.25,,,,,,,,,
ARB02167_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02167_USD,,,,124581.5,,,,,,,,,,
ARB02168_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02168_USD,,,,,180.0,,,,,,,,,
ARB02173_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02173_USD,,,,,30867.5,,,,,,,,,
ARB02176_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02176_USD,,,,,174332.5,,,,,,,,,
ARB02177_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02177_USD,,,,,7743.5,,,,,,,,,
ARB02179_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02179_USD,,,,,24894.5,,,,,,,,,
ARB02180_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02180_USD,,,,,32462.5,,,,,,,,,
ARB02181_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02181_USD,,,,,59960.61,,,,,,,,,
ARB02182_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02182_USD,,,,,14527.5,,,,,,,,,
ARB02183_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02183_USD,,,,,37457.0,,,,,,,,,
ARB02184_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02184_USD,,,,,120703.5,,,,,,,,,
ARB02185_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02185_USD,,,,,2653.5,,,,,,,,,
ARB02187_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02187_USD,,,,5952.0,,,,,,,,,,
ARB02188_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02188_USD,,,,,4820.0,,,,,,,,,
ARB02190_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02190_USD,,,,878.0,,,,,,,,,,
ARB02191_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02191_USD,,,,,216.0,,,,,,,,,
ARB02196_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02196_USD,,,,,125.0,,,,,,,,,
ARB02342_EUR,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02342_EUR,,,,0.0,,,,,,,,,,
ARB02342_GBP,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02342_GBP,,,,,170.0,,,,,,,,,
ARB02343_EUR,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02343_EUR,,,,,189300.0,,,,,,,,,
ARB02343_GBP,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02343_GBP,,,,175170.0,,,,,,,,,,
ARB02343_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02343_USD,,,,,53019.75,,,,,,,,,
ARB02345_EUR,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02345_EUR,,,,0.0,,,,,,,,,,
ARB02345_GBP,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02345_GBP,,,,4970.0,,,,,,,,,,
ARB02355_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02355_USD,,,,,1710.9,,,,,,,,,
ARB02376_EUR,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02376_EUR,,,,0.0,,,,,,,,,,
ARB02376_GBP,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02376_GBP,,,,,18310.0,,,,,,,,,
ARB02402_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02402_USD,,,,,1840.0,,,,,,,,,
ARB02416_EUR,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02416_EUR,,,,0.0,,,,,,,,,,
ARB02416_GBP,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02416_GBP,,,,,730.0,,,,,,,,,
ARB02416_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02416_USD,,,,,4428.600000000002,,,,,,,,,
ARB02418_EUR,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02418_EUR,,,,0.0,,,,,,,,,,
ARB02418_GBP,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02418_GBP,,,,,2290.0,,,,,,,,,
ARB02418_USD,,,,,"Wedbush_Trading gain (loss), net_20260529",,,,40050,,,ARB02418_USD,,,,,12080.800000000001,,,,,,,,,
